childid,mhhinco_1992,mhhinco_1993,mhhinco_1994,mhhinco_1996,mhhinco_1998,mhhinco_2000,mhhinco_2002,mhhinco_2004,mhhinco_2006,mhhinco_2008,mhhinco_2010,mhhinco_2012,mhhinco_2014,mhhinco_2016,mhhinco_2018,mhhinco_1982,mhhinco_1983,mhhinco_1984,mhhinco_1985,mhhinco_1986,mhhinco_1987,mhhinco_1988,mhhinco_1989,mhhinco_1990,mhhinco_1991,mhhinco_1981,mhhinco_1979,mhhinco_1980
26202,60000,49000,48500,63500,58000,,,,,,,,,,,,,,,,,,,,,,,
26501,76000,57300,65300,71500,100005,105200,124500,126000,128000,,E,E,E,,E,,,,,,,,,63200,76500,,,
26502,76000,57300,65300,71500,100005,105200,124500,126000,128000,,E,E,E,,E,,,,,,,,,,76500,,,
26503,,57300,65300,71500,100005,105200,124500,126000,128000,,155000,E,E,,E,,,,,,,,,,,,,
26504,,,,71500,100005,105200,124500,126000,128000,,155000,101234,E,,E,,,,,,,,,,,,,
27201,60200,160097,189918,974100,244343,332808,390662,E,E,E,E,E,E,E,E,,,43020,D,24500,25000,100001,1057448,D,159805,,,
27202,60200,160097,189918,974100,244343,332808,390662,408473,E,E,E,E,E,E,E,,,,,24500,25000,100001,1057448,D,159805,,,
27203,60200,160097,189918,974100,244343,332808,390662,408473,250000,E,E,E,E,E,E,,,,,,,100001,1057448,D,159805,,,
27204,,160097,189918,974100,244343,332808,390662,408473,250000,90010,220000,E,E,E,E,,,,,,,,,,,,,
27501,69400,78500,75240,93700,109600,101600,115144,141600,184774,R,E,E,E,E,E,,,,,,,,,,159805,,,
27502,69400,78500,75240,93700,109600,101600,115144,141600,184774,R,R,E,E,E,E,,,,,,,,,,,,,
27801,32704,29700,36300,31800,D,10800,52400,D,E,,E,,,,,,,,,,D,45500,33100,13020,31080,,,
27802,32704,29700,36300,31800,D,10800,52400,D,42000,,E,,,,,,,,,,,,,,31080,,,
27803,,,36300,31800,D,10800,52400,D,42000,,D,,,,,,,,,,,,,,,,,
27804,,,,,,,52400,D,42000,,D,,,,,,,,,,,,,,,,,
28201,75500,62500,57500,65300,66200,70000,93000,105500,79000,D,E,E,E,E,E,,,,,,,,,42500,53300,,,
28202,,62500,57500,65300,66200,70000,93000,105500,79000,D,44000,E,E,E,E,,,,,,,,,,,,,
28501,58200,66010,92400,E,E,E,E,E,E,E,E,E,E,E,E,6786,11660,8500,8298,11280,12040,17700,19500,30280,21700,4430,29000,51000
28502,58200,66010,92400,68300,75000,E,E,E,E,E,E,E,E,E,E,6786,11660,8500,8298,11280,12040,17700,19500,30280,21700,4430,,
28503,58200,66010,92400,68300,75000,63000,68300,E,E,E,E,E,E,E,E,,,,8298,11280,12040,17700,19500,30280,21700,,,
28701,37099,49660,D,52700,45000,E,E,E,E,E,E,,,,,23000,12550,13704,2150,14202,27720,33520,32100,47900,45000,0,,
28702,37099,49660,D,52700,45000,46000,55000,38000,56000,61000,E,,,,,,,,,,,,,47900,45000,,,
28801,22572,D,8556,11076,E,E,E,E,E,E,E,E,E,,,30464,12000,5328,5592,5544,7164,7572,7776,8400,2712,12840,D,I
28802,22572,D,8556,11076,6792,17654,20960,11336,E,E,E,E,E,,,,,,,5544,7164,7572,7776,8400,2712,,,
28803,22572,D,8556,11076,6792,17654,20960,11336,19300,26400,26908,E,E,,,,,,,,,,,,,,,
28804,,,,,,17654,20960,11336,19300,26400,26908,33952,25476,,,,,,,,,,,,,,,
28805,,,,,,17654,20960,11336,19300,26400,26908,33952,25476,,,,,,,,,,,,,,,
28806,,,,,,17654,20960,11336,19300,26400,26908,33952,25476,,,,,,,,,,,,,,,
28901,8922,12331,11476,12142,15708,E,E,E,E,E,E,E,E,,E,30464,12000,4884,4992,5808,7752,I,7082,8916,8544,12840,,
28902,8922,12331,11476,12142,15708,13868,D,E,E,E,E,E,E,,E,,,,4992,5808,7752,I,7082,8916,8544,,,
29001,9360,11360,9884,29840,E,E,E,E,E,E,E,E,E,E,E,8110,6700,6540,7296,7224,2848,8424,7776,4588,4820,75001,17900,1160
29002,9360,11360,9884,29840,D,35900,E,E,E,E,E,E,E,E,E,,6700,6540,7296,7224,2848,8424,7776,4588,4820,,,
29201,40100,52125,46000,57400,53550,D,91100,111000,52400,E,E,E,E,E,E,,,,,,,,42035,49050,37550,,,
29202,40100,52125,46000,57400,53550,D,91100,111000,52400,58460,E,E,E,E,E,,,,,,,,,,37550,,,
29301,80100,47950,47100,D,71500,110060,127000,E,E,E,E,E,E,E,E,,,,36000,38300,51000,42385,44300,44830,64600,,,
29302,80100,47950,47100,D,71500,110060,127000,122500,E,E,E,E,E,E,E,,,,,,,42385,44300,44830,64600,,,
29401,,,,,,,,E,E,E,E,E,E,E,E,,D,35340,,,,30196,30000,32200,,,,
29402,,,,,,,,88500,E,E,E,E,E,E,E,,,,,,,30196,30000,32200,,,,
29403,,,,,,,,88500,82000,E,E,E,E,E,E,,,,,,,,,32200,,,,
29701,68718,35000,D,101388,E,E,E,E,E,E,E,E,E,E,E,15480,16985,26320,10400,15000,10000,16000,28350,D,49600,14306,16705,I
29702,68718,35000,D,101388,40000,25000,R,15000,22400,18867,50019,E,E,E,E,,,,,,,,,,,,,
29801,18279,35020,43857,55060,61055,65080,,,,,,,,E,E,,,,,,,D,,16553,17231,,,
29802,,,,55060,61055,65080,,,,,,,,E,E,,,,,,,,,,,,,
30501,,,,,,E,E,E,E,E,E,E,E,,,14024,,,,,,,,,,11960,,2100
30502,,,,,,36500,E,E,E,E,E,E,E,,,,,,,,,,,,,,,
31201,D,D,D,D,R,D,E,E,E,E,E,E,E,E,E,17900,D,28000,D,35000,16937,D,42412,D,D,,,
31202,D,D,D,D,R,D,39680,E,E,E,E,E,E,E,E,,,,D,35000,16937,D,42412,D,D,,,
31401,37000,43600,61000,40700,66000,,,,E,,,E,,E,,38000,12300,40000,32050,D,,44400,42000,42000,42100,21000,,
31402,37000,43600,61000,40700,66000,,,,E,,,E,,E,,,12300,40000,32050,D,,44400,42000,42000,42100,,,
31403,37000,43600,61000,40700,66000,,,,E,,,E,,E,,,,,32050,D,,44400,42000,42000,42100,,,
31404,37000,43600,61000,40700,66000,,,,E,,,E,,E,,,,,,D,,44400,42000,42000,42100,,,
31405,37000,43600,61000,40700,66000,,,,E,,,E,,E,,,,,,,,44400,42000,42000,42100,,,
32101,88250,160097,189918,138387,,D,D,144000,139000,,,,,,,,,,,,,33000,34000,D,86000,,,
32102,88250,160097,189918,138387,,D,D,144000,139000,,,,,,,,,,,,,,,,86000,,,
32103,,160097,189918,138387,,D,D,144000,139000,,,,,,,,,,,,,,,,,,,
32201,D,77000,67000,52500,115000,98000,135000,130500,,,E,E,,,,,,,,,,44500,41250,146942,D,,,
32202,D,77000,67000,52500,115000,98000,135000,130500,,,E,E,,,,,,,,,,,41250,146942,D,,,
32203,D,77000,67000,52500,115000,98000,135000,130500,,,E,E,,,,,,,,,,,,,D,,,
33301,40000,81000,77000,D,D,E,E,E,E,E,E,E,E,E,E,15300,14000,14000,16500,15600,34500,44000,36400,D,60000,I,,I
33302,40000,81000,77000,D,D,120000,140000,139000,170000,E,E,E,E,E,E,,,,,,,44000,36400,D,60000,,,
33501,24000,12000,9412,11260,12676,28160,25000,14500,18079,E,E,E,E,E,E,,,,,,,20500,D,5920,5688,,,
33801,48000,48500,40000,43000,E,E,E,E,E,E,E,,,,E,13715,14150,28448,30800,32200,36268,28320,33500,40800,38400,3964,,6000
33802,48000,48500,40000,43000,R,47000,72000,E,E,E,E,,,,E,,,,,32200,36268,28320,33500,40800,38400,,,
33901,8520,5724,5856,6072,5884,E,E,E,E,E,E,E,E,E,E,1848,4068,4988,8940,4932,4776,4944,1057448,6920,5364,0,,
34001,8400,10861,27588,21353,18000,E,E,,E,E,E,E,E,E,E,410,4584,5071,I,20400,16220,15000,14122,12988,3156,1565,,
34002,8400,10861,27588,21353,18000,34000,E,,E,E,E,E,E,E,E,,4584,5071,I,20400,16220,15000,14122,12988,3156,,,
34003,8400,10861,27588,21353,18000,34000,18300,,E,E,E,E,E,E,E,,,,,,,15000,14122,12988,3156,,,
34301,25000,28000,36000,E,E,E,E,E,E,,E,E,E,E,E,13185,20000,16000,22000,21000,20000,22000,22000,26000,24000,I,11400,I
34401,45500,49400,52500,72100,76050,90000,90000,D,112000,E,E,E,,,,,,,,,,,50200,57200,39400,,,
34402,45500,49400,52500,72100,76050,90000,90000,D,112000,119000,E,E,,,,,,,,,,,,57200,39400,,,
34501,46125,19000,28700,,,,,,,,,,,,,,,,,,12000,,,,,,,
34701,36000,31000,48000,48000,45000,51500,92000,108000,,,,,E,,,,,,,,,43500,51000,35000,38500,,,
34702,36000,31000,48000,48000,45000,51500,92000,108000,,,,,E,,,,,,,,,,,35000,38500,,,
35401,91000,160097,86980,D,57020,65000,72300,83338,95867,E,E,E,E,E,E,,,,,,,72100,77000,64010,D,,,
35402,,,,D,57020,65000,72300,83338,95867,101320,105816,101614,E,E,E,,,,,,,,,,,,,
36501,,R,,R,70000,D,D,D,E,E,E,E,E,E,E,,,,,,R,D,R,,40000,,,
36502,,R,,R,70000,D,D,D,126000,E,E,E,E,E,E,,,,,,,D,R,,40000,,,
36503,,R,,R,70000,D,D,D,126000,116000,E,E,E,E,E,,,,,,,,,,40000,,,
36504,,,,R,70000,D,D,D,126000,116000,440692,185000,E,E,E,,,,,,,,,,,,,
36505,,,,R,70000,D,D,D,126000,116000,440692,185000,E,E,E,,,,,,,,,,,,,
36901,87350,D,89150,96020,65100,70200,90100,67050,158500,96000,E,E,E,E,E,,,,,,,,,,82300,,,
36902,,D,89150,96020,65100,70200,90100,67050,158500,96000,440692,E,E,E,E,,,,,,,,,,,,,
37101,36587,D,D,68064,,,,,,,,,,,,,,,,D,59131,50000,48327,44075,44479,,,
37102,36587,D,D,68064,,,,,,,,,,,,,,,,,,50000,48327,44075,44479,,,
37103,36587,D,D,68064,,,,,,,,,,,,,,,,,,,,44075,44479,,,
37301,31000,39000,40000,54875,46600,E,E,E,E,E,E,E,E,E,E,14500,23000,21800,35470,35451,32300,,31336,40115,25000,21410,,
37302,31000,39000,40000,54875,46600,68000,E,E,E,E,E,E,E,E,E,,23000,21800,35470,35451,32300,,31336,40115,25000,,,
37401,65000,65000,80000,81000,E,E,E,E,,,,,,,,11990,15864,D,17640,19000,30000,30800,36080,25100,38000,15341,,20000
37402,65000,65000,80000,81000,30000,D,E,E,,,,,,,,11990,15864,D,17640,19000,30000,30800,36080,25100,38000,,,
37403,65000,65000,80000,81000,30000,D,189000,E,,,,,,,,,,D,17640,19000,30000,30800,36080,25100,38000,,,
37901,14116,8796,,D,10332,,E,E,E,E,E,E,E,E,E,,900,2184,4500,D,2536,9240,9492,9864,13828,,,
37902,14116,8796,,D,10332,,D,E,E,E,E,E,E,E,E,,,,4500,D,2536,9240,9492,9864,13828,,,
37903,14116,8796,,D,10332,,D,D,E,E,E,E,E,E,E,,,,,D,2536,9240,9492,9864,13828,,,
38201,24700,25601,E,E,,,E,E,E,E,E,E,E,E,E,35000,17980,1938,7500,7180,13000,20100,20570,R,25500,25000,7065,3581
38202,24700,25601,13334,D,,,E,E,E,E,E,E,E,E,E,,17980,1938,7500,7180,13000,20100,20570,R,25500,,,
38501,44075,44000,47000,55000,57500,37000,53918,E,E,E,E,E,E,E,E,,,,,27200,32150,29800,27630,33100,37050,,,
38502,44075,44000,47000,55000,57500,37000,53918,D,E,E,E,E,E,E,E,,,,,,32150,29800,27630,33100,37050,,,
38503,,,,,57500,37000,53918,D,71500,58000,80960,46050,85160,E,E,,,,,,,,,,,,,
38801,34052,160097,31000,D,28000,80000,60000,65000,E,E,E,E,E,E,E,,,,,62000,100001,D,67900,25020,D,,,
38802,34052,160097,31000,D,28000,80000,60000,65000,70000,E,E,E,E,E,E,,,,,,,,67900,25020,D,,,
38803,,,,,28000,80000,60000,65000,70000,70000,D,84400,63800,E,E,,,,,,,,,,,,,
38901,30400,D,31000,31700,32200,,,,,,,,,,,,,,,,,,,,,,,
38902,30400,D,31000,31700,32200,,,,,,,,,,,,,,,,,,,,,,,
39001,4008,6096,993,7500,E,E,E,,,,,,,,,D,2808,2196,1580,4646,D,1740,D,1755,1164,1000,14000,622
39002,4008,6096,993,7500,1000,2802,R,,,,,,,,,,,,,,,,D,1755,1164,,,
39003,4008,6096,993,7500,1000,2802,R,,,,,,,,,,,,,,,,,1755,1164,,,
39004,,,,,1000,2802,R,,,,,,,,,,,,,,,,,,,,,
39101,D,D,37546,31920,21420,27169,,E,E,E,E,E,E,E,E,D,1896,3337,1640,3024,3140,D,10000,D,21779,,,
39102,D,D,37546,31920,21420,27169,,E,E,E,E,E,E,E,E,,,,1640,3024,3140,D,10000,D,21779,,,
39103,D,D,37546,31920,21420,27169,,D,D,D,35000,E,E,E,E,,,,,,,,,,,,,
39501,1140,6054,D,1044,7908,0,3200,E,E,E,E,E,E,E,E,,,D,3420,9188,7032,D,D,15240,1089,,,
39502,1140,6054,D,1044,7908,0,3200,9144,E,E,E,E,E,E,E,,,,,9188,7032,D,D,15240,1089,,,
39701,2748,6516,E,E,E,E,E,E,E,E,E,,,E,E,4884,1116,2796,1908,720,10565,6948,6912,2916,6600,5568,3900,I
39702,2748,6516,3870,D,12840,6420,E,E,E,E,E,,,E,E,4884,1116,2796,1908,720,10565,6948,6912,2916,6600,,,
39703,2748,6516,3870,D,12840,6420,0,13524,8340,11148,E,,,E,E,,,,,,,,,2916,6600,,,
39704,,,,,12840,6420,0,13524,8340,11148,0,,,E,E,,,,,,,,,,,,,
39901,35080,36680,37100,40100,42000,44000,49000,E,E,E,E,E,E,E,E,,,37050,37386,39100,40400,29650,31100,19450,31000,,,
40001,83300,55250,55000,58000,69000,71600,84000,84200,109250,E,E,E,E,E,E,,,,,,,,72000,D,64200,,,
40101,41345,29064,68000,55000,75000,E,E,E,E,E,E,E,E,E,E,3056,5038,8724,4488,31610,27000,29190,30000,27904,36650,,,
40102,41345,29064,68000,55000,75000,27900,44000,66000,E,E,E,E,E,E,E,,,,,,27000,29190,30000,27904,36650,,,
40201,25920,17592,38081,21600,22800,E,E,E,E,E,E,E,E,E,E,15900,21450,25651,28985,30160,32370,32960,24630,D,28200,17536,,5970
40202,25920,17592,38081,21600,22800,23800,25200,E,E,E,E,E,E,E,E,,,,28985,30160,32370,32960,24630,D,28200,,,
40203,25920,17592,38081,21600,22800,23800,25200,216000,29100,D,23000,E,E,E,E,,,,,,,,,,,,,
40501,7000,10000,3800,5000,37000,38000,52000,55000,60000,60000,E,E,E,E,E,,,,,,,,,,9000,,,
40502,7000,10000,3800,5000,37000,38000,52000,55000,60000,60000,70400,E,E,E,E,,,,,,,,,,,,,
40503,,,3800,5000,37000,38000,52000,55000,60000,60000,70400,E,E,E,E,,,,,,,,,,,,,
40701,,54500,72500,74800,42000,87000,135000,131160,157000,181000,178100,E,E,E,E,,,,,,,,,,,,,
40702,,,,74800,42000,87000,135000,131160,157000,181000,178100,221000,E,E,E,,,,,,,,,,,,,
41401,57800,49800,53800,54000,57500,D,67000,E,E,E,E,E,,,,,,,,32764,D,30220,26200,27200,30912,,,
41402,57800,49800,53800,54000,57500,D,67000,70000,73000,E,E,E,,,,,,,,,,30220,26200,27200,30912,,,
41601,D,160097,189918,150200,150500,150000,R,E,E,E,E,E,E,E,E,,,37500,30700,50500,100001,D,1057448,146942,D,,,
41602,D,160097,189918,150200,150500,150000,R,R,E,E,E,E,E,E,E,,,,,50500,100001,D,1057448,146942,D,,,
41603,D,160097,189918,150200,150500,150000,R,R,200000,E,E,E,E,E,E,,,,,,,D,1057448,146942,D,,,
41604,D,160097,189918,150200,150500,150000,R,R,200000,454737,250000,E,E,E,E,,,,,,,,,,D,,,
41801,36300,68100,D,D,43000,D,48680,59024,58300,E,E,E,E,E,E,,,,,,,50000,34100,37700,D,,,
42301,,,55500,40000,45000,84300,142000,,,,160000,195000,E,E,E,,,,,,,,,,,,,
42302,,,,,45000,84300,142000,,,,160000,195000,222000,E,E,,,,,,,,,,,,,
42501,D,46000,E,E,E,E,E,E,E,E,E,E,E,E,E,27500,32500,29500,D,35100,33200,D,58000,7200,31332,21000,I,17500
42502,D,46000,16001,11048,E,E,E,E,E,E,E,E,E,E,E,27500,32500,29500,D,35100,33200,D,58000,7200,31332,21000,I,17500
42503,D,46000,16001,11048,9100,E,E,E,E,E,E,E,E,E,E,27500,32500,29500,D,35100,33200,D,58000,7200,31332,21000,,
42504,D,46000,16001,11048,9100,9000,22800,32100,33200,28772,E,E,E,E,E,,,,,,,,,,31332,,,
42505,,,16001,11048,9100,9000,22800,32100,33200,28772,33200,19800,E,E,E,,,,,,,,,,,,,
42701,,,,75000,,,,,,E,E,,E,E,E,,,,50600,,D,D,,,35000,,,
42801,48000,D,49000,D,66000,,,,,,,,,,E,28150,28075,28050,30150,32200,34200,35524,40830,D,48300,,,
42802,48000,D,49000,D,66000,,,,,,,,,,E,,,28050,30150,32200,34200,35524,40830,D,48300,,,
43101,48630,52030,58060,67030,77000,83040,121450,80100,E,E,E,E,E,E,E,,,,,,29550,30704,37000,40030,43250,,,
43102,48630,52030,58060,67030,77000,83040,121450,80100,83010,E,E,E,E,E,E,,,,,,,30704,37000,40030,43250,,,
43103,48630,52030,58060,67030,77000,83040,121450,80100,83010,E,E,E,E,E,E,,,,,,,,37000,40030,43250,,,
43701,55022,54050,63000,50025,65013,E,E,E,E,E,E,E,E,E,E,32328,32047,33054,33030,35050,38035,39800,48010,50010,55010,35325,,
43702,55022,54050,63000,50025,65013,76000,E,E,E,E,E,E,E,E,E,,,33054,33030,35050,38035,39800,48010,50010,55010,,,
43703,55022,54050,63000,50025,65013,76000,79745,D,E,E,E,E,E,E,E,,,,,,38035,39800,48010,50010,55010,,,
43801,44050,D,41040,24300,55300,46714,30504,69900,E,E,E,E,E,E,E,,,,,,24300,38100,34100,32050,37050,,,
43901,,77260,75250,76150,91225,93200,95150,115300,148250,162200,161200,E,E,E,E,,,,,,,,,,,,,
43902,,,,76150,91225,93200,95150,115300,148250,162200,161200,178350,E,E,E,,,,,,,,,,,,,
44201,52700,63500,E,E,E,E,E,E,E,E,E,E,E,E,E,31250,28395,36437,38787,43700,50500,46100,46200,52500,8500,28600,14750,22000
44202,52700,63500,61300,D,E,E,E,E,E,E,E,E,E,E,E,31250,28395,36437,38787,43700,50500,46100,46200,52500,8500,28600,14750,22000
44203,52700,63500,61300,D,88000,75000,E,E,E,E,E,E,E,E,E,31250,28395,36437,38787,43700,50500,46100,46200,52500,8500,,,
44401,37630,43075,D,48700,53390,60000,69754,92029,82000,E,E,E,E,E,E,,,,,,,,20001,21774,29010,,,
44402,37630,43075,D,48700,53390,60000,69754,92029,82000,143000,148000,E,E,E,E,,,,,,,,,,,,,
44601,53340,53500,58000,63200,13000,E,E,E,E,E,,,,,,22790,21938,30832,40568,40768,35000,40900,46200,50300,53920,21192,,16000
44602,53340,53500,58000,63200,13000,77000,197000,E,E,E,,,,,,,,30832,40568,40768,35000,40900,46200,50300,53920,,,
44901,,,,D,D,D,D,D,59000,D,D,D,E,E,E,,,,,,,,,,,,,
44902,,,,,,,D,D,59000,D,D,D,D,100045,I,,,,,,,,,,,,,
45201,,37000,33200,44123,43897,47060,63581,86008,80000,93050,96001,E,E,E,E,,,,,,,,,,,,,
45202,,,,,43897,47060,63581,86008,80000,93050,96001,D,D,E,E,,,,,,,,,,,,,
45501,839078,D,189918,150800,244343,D,D,408473,479983,E,E,E,E,E,E,,,,,,,,1057448,68000,159805,,,
45502,839078,D,189918,150800,244343,D,D,408473,479983,454737,D,E,E,E,E,,,,,,,,,,159805,,,
45801,,D,D,D,D,D,D,115500,133650,D,146000,E,E,E,E,,,,,,,,,,,,,
45901,53800,D,D,D,D,85000,101500,98500,120000,D,E,E,E,E,E,,,,,,,,,D,D,,,
45902,53800,D,D,D,D,85000,101500,98500,120000,D,140200,E,E,E,E,,,,,,,,,,,,,
45903,,,D,D,D,85000,101500,98500,120000,D,140200,169000,E,E,E,,,,,,,,,,,,,
46201,,,68300,D,79500,83000,99000,99500,96000,D,110500,110100,E,E,E,,,,,,,,,,,,,
46501,18100,18020,23859,58500,125920,D,D,E,E,E,E,E,E,E,E,,,21446,19960,22277,26800,31646,40850,6690,10431,,,
46701,37200,40030,48500,41500,R,R,,E,E,E,E,E,,,,,,,,,,,32600,38050,34540,,,
46702,37200,40030,48500,41500,R,R,,R,65000,E,E,E,,,,,,,,,,,32600,38050,34540,,,
47101,46862,55000,68819,74040,E,E,E,E,E,E,E,E,E,E,E,24167,20794,20890,22385,40000,45299,44500,48040,54020,52050,26266,D,20212
47102,46862,55000,68819,74040,63020,E,E,E,E,E,E,E,E,E,E,24167,20794,20890,22385,40000,45299,44500,48040,54020,52050,26266,,
47201,,,,,70028,50000,D,26227,35318,27365,27630,12496,13764,,E,,,,,,,,,,,,,
47401,45732,37788,41000,22000,31216,34400,33300,44700,40000,E,E,E,E,E,E,,,,,,,,41000,33010,36546,,,
47402,45732,37788,41000,22000,31216,34400,33300,44700,40000,41800,E,E,E,E,E,,,,,,,,,33010,36546,,,
47403,,,,,31216,34400,33300,44700,40000,41800,32000,32000,35000,E,E,,,,,,,,,,,,,
47501,,6000,11000,13000,12000,13000,15000,23000,22000,21000,25000,E,E,E,E,,,,,,,,,,,,,
47601,33350,37452,50736,45420,40000,64100,68000,58260,82000,78330,E,E,E,E,E,,,,,,,,,25100,29595,,,
47602,33350,37452,50736,45420,40000,64100,68000,58260,82000,78330,80050,E,E,E,E,,,,,,,,,,,,,
47801,44600,62800,E,E,E,E,E,E,E,E,E,E,E,E,E,39000,35000,25000,40000,58068,64080,D,D,64840,56600,35638,28200,27000
47802,44600,62800,67400,15000,E,E,E,E,E,E,E,E,E,E,E,39000,35000,25000,40000,58068,64080,D,D,64840,56600,35638,28200,27000
48501,34000,35300,37100,42000,E,E,E,E,E,E,E,E,E,E,E,35000,7000,23000,80000,80000,38000,40300,43200,44464,36100,25000,,24000
48502,34000,35300,37100,42000,49400,12000,63000,62300,77500,E,E,E,E,E,E,,,,,,,,43200,44464,36100,,,
48503,34000,35300,37100,42000,49400,12000,63000,62300,77500,72500,E,E,E,E,E,,,,,,,,,,36100,,,
49101,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,3042,7200,21500,31000,29000,34000,10000,15000,7000,12000,4682,46000,26000
49102,12000,10000,20000,50040,E,E,E,E,E,E,E,E,E,E,E,3042,7200,21500,31000,29000,34000,10000,15000,7000,12000,4682,46000,26000
49201,50200,80825,99448,D,29440,96000,151500,157652,150800,E,E,E,E,E,E,,,,,,,62650,57900,51900,47400,,,
49202,50200,80825,99448,D,29440,96000,151500,157652,150800,38200,E,E,E,E,E,,,,,,,,,,47400,,,
49203,,,99448,D,29440,96000,151500,157652,150800,38200,55874,E,E,E,E,,,,,,,,,,,,,
49401,59100,57485,60520,68000,79000,R,109000,,,,,,,,,,,,32155,,45000,I,53007,59120,55357,,,
49402,59100,57485,60520,68000,79000,R,109000,,,,,,,,,,,,,,45000,I,53007,59120,55357,,,
49501,53160,37572,49190,8669,20652,33624,33585,38645,E,E,E,E,E,E,E,,,,,41200,42200,D,35050,32550,35260,,,
49502,53160,37572,49190,8669,20652,33624,33585,38645,E,E,E,E,E,E,E,,,,,,,D,35050,32550,35260,,,
49901,D,60800,65500,74200,76000,E,E,E,E,E,E,E,E,,E,31160,D,27150,37394,34254,41900,47000,49000,57000,58000,I,,
50101,,,,,,D,87000,135400,117000,142300,165800,159600,178000,294000,E,,,,,,,,,,,,,
50102,,,,,,,87000,135400,117000,142300,165800,159600,178000,294000,I,,,,,,,,,,,,,
50301,D,52100,65600,80500,75000,E,E,E,E,E,E,E,E,E,E,32200,35399,D,D,38100,50020,0,60100,50200,50200,29705,,I
50302,D,52100,65600,80500,75000,115500,119000,E,E,E,E,E,E,E,E,,,,,38100,50020,0,60100,50200,50200,,,
50303,D,52100,65600,80500,75000,115500,119000,122000,114000,E,E,E,E,E,E,,,,,,,,60100,50200,50200,,,
50401,6852,6324,8269,10444,4900,,,E,E,E,E,E,E,E,E,15600,40000,D,R,,8500,D,0,15750,6240,8400,,
50402,6852,6324,8269,10444,4900,,,19090,94600,E,E,E,E,E,E,,,,,,,D,0,15750,6240,,,
50403,,,,10444,4900,,,19090,94600,104800,103800,104800,E,E,E,,,,,,,,,,,,,
50601,23000,23000,15521,15400,15400,30200,37900,41500,47000,48200,E,E,E,E,,,,,,,,,,,22000,,,
50701,30960,41650,44400,34900,40000,46000,51000,E,E,E,E,E,E,E,E,,,,15000,12020,17700,18000,23000,22000,28200,,,
50702,30960,41650,44400,34900,40000,46000,51000,76000,E,E,E,E,E,E,E,,,,,,17700,18000,23000,22000,28200,,,
51401,10824,9000,9276,10524,,0,10000,E,E,E,E,E,E,,,,,,,2500,3600,5736,6480,6744,4944,,,
51402,10824,9000,9276,10524,,0,10000,0,0,0,E,E,E,,,,,,,,,,6480,6744,4944,,,
51403,10824,9000,9276,10524,,0,10000,0,0,0,0,E,E,,,,,,,,,,,,4944,,,
51501,29200,29200,35000,,,,,,,,,,,,,,,,,,D,D,,,40800,,,
51502,29200,29200,35000,,,,,,,,,,,,,,,,,,,D,,,40800,,,
51901,D,4104,5608,D,,D,19000,19000,0,E,E,E,E,E,E,,,,,,,5640,D,0,D,,,
52201,D,22000,21300,E,E,E,,,,,E,,E,E,,D,23000,27880,46000,D,D,D,D,D,D,30000,35000,30000
52202,,,,,,27000,,,,,37000,,29666,58004,,,,,,,,,,,,,,
52501,,,37000,39000,36000,D,,,,,,,,,,,,,,,,,,,,,,
52502,,,,,36000,D,,,,,,,,,,,,,,,,,,,,,,
52801,42000,53000,26000,35724,39200,E,E,E,E,E,E,E,E,E,E,22000,7000,22000,21500,22000,27500,45300,50050,50100,43100,I,,
52802,42000,53000,26000,35724,39200,91040,175000,E,E,E,E,E,E,E,E,,,22000,21500,22000,27500,45300,50050,50100,43100,,,
52901,41410,38050,38700,,,E,,,,,,,,,,,35670,30320,40050,37550,,R,40050,49550,50350,,,
52902,41410,38050,38700,,,52000,,,,,,,,,,,,30320,40050,37550,,R,40050,49550,50350,,,
52903,41410,38050,38700,,,52000,,,,,,,,,,,,,40050,37550,,R,40050,49550,50350,,,
53001,E,E,E,E,E,,E,E,E,E,E,E,E,E,E,21000,6096,7128,20380,6121,D,10000,D,D,41100,,I,18000
53002,D,2028,E,E,E,,E,E,E,E,E,E,E,E,E,21000,6096,7128,20380,6121,D,10000,D,D,41100,,I,18000
53003,D,2028,7380,E,E,,E,E,E,E,E,E,E,E,E,21000,6096,7128,20380,6121,D,10000,D,D,41100,,I,18000
53201,,,,,,,,,,,,,,,,44000,30100,D,50200,,R,,,,,33800,25000,20000
53202,,,,,,,,,,,,,,,,44000,30100,D,50200,,R,,,,,33800,25000,20000
53301,47000,45100,44000,58060,59000,54000,64600,88000,94250,96000,90000,E,E,E,E,,,,,,,,,,,,,
53601,8840,500,6000,3000,5000,3540,5328,E,E,E,E,E,,,,,,,D,D,19325,10260,11448,11000,19000,,,
53602,8840,500,6000,3000,5000,3540,5328,D,0,984,E,E,,,,,,,,,,,,11000,19000,,,
54201,55010,58000,60000,67000,65000,68000,E,E,E,E,E,E,E,E,E,,3200,35200,36000,38000,40000,46000,46000,48000,48204,,,
54202,55010,58000,60000,67000,65000,68000,32740,40000,E,E,E,E,E,E,E,,,,,38000,40000,46000,46000,48000,48204,,,
54401,60000,15000,15600,D,37000,68000,74000,72999,D,E,E,E,E,E,E,,,,,,,58162,39000,51000,44000,,,
54601,41600,55398,48000,50000,56000,E,E,E,E,E,E,E,E,E,E,200,6916,D,15000,12880,30000,10200,12000,7980,11816,I,,
